#     t[s], lane,  xEnter[m],    v[km/h],   qBC[1/h],    count,      queue
   1096.00,    1,       0.00,      65.45,    1930.67,      456,   20.64400
   1097.80,    1,       0.00,      69.69,    1931.87,      457,   20.60967
   1099.60,    1,       0.00,      69.37,    1933.07,      458,   20.57593
   1101.40,    1,       0.00,      68.20,    1934.27,      459,   20.54280
   1103.20,    1,       0.00,      67.19,    1935.47,      460,   20.51027
   1105.00,    1,       0.00,      66.04,    1936.67,      461,   20.47833
   1107.00,    1,       0.00,      62.65,    1938.00,      462,   20.55467
   1109.00,    1,       0.00,      63.20,    1939.33,      463,   20.63174
   1111.00,    1,       0.00,      63.50,    1940.67,      464,   20.70956
   1113.00,    1,       0.00,      63.93,    1942.00,      465,   20.78811
   1115.00,    1,       0.00,      64.42,    1943.33,      466,   20.86741
   1117.00,    1,       0.00,      64.98,    1944.67,      467,   20.94744
   1119.00,    1,       0.00,      65.53,    1946.00,      468,   21.02822
   1120.80,    1,       0.00,      68.20,    1947.20,      469,   21.00156
   1122.60,    1,       0.00,      67.84,    1948.40,      470,   20.97549
   1125.00,    1,       0.00,      54.00,    1950.00,      471,   21.27500
   1128.00,    1,       0.00,      62.36,    1952.00,      472,   21.90089
   1130.00,    1,       0.00,      66.97,    1953.33,      473,   21.98574
   1131.80,    1,       0.00,      70.19,    1954.53,      474,   21.96274
   1133.60,    1,       0.00,      70.31,    1955.73,      475,   21.94034
   1135.40,    1,       0.00,      69.41,    1956.93,      476,   21.91854
   1137.80,    1,       0.00,      54.00,    1958.53,      477,   22.22374
   1141.20,    1,       0.00,      54.00,    1960.80,      478,   23.07460
   1144.00,    1,       0.00,      67.53,    1962.67,      479,   23.60044
   1146.40,    1,       0.00,      54.00,    1964.27,      480,   23.90947
   1149.20,    1,       0.00,      69.76,    1966.13,      481,   24.43801
   1151.00,    1,       0.00,      72.00,    1967.33,      482,   24.42141
   1152.80,    1,       0.00,      72.00,    1968.53,      483,   24.40541
   1154.60,    1,       0.00,      72.00,    1969.73,      484,   24.39001
   1156.40,    1,       0.00,      72.00,    1970.93,      485,   24.37521
   1158.20,    1,       0.00,      72.00,    1972.13,      486,   24.36101
   1160.00,    1,       0.00,      72.00,    1973.33,      487,   24.34741
   1161.80,    1,       0.00,      72.00,    1974.53,      488,   24.33441
   1163.60,    1,       0.00,      72.00,    1975.73,      489,   24.32201
   1165.40,    1,       0.00,      71.87,    1976.93,      490,   24.31021
   1167.20,    1,       0.00,      71.30,    1978.13,      491,   24.29901
   1169.00,    1,       0.00,      70.51,    1979.33,      492,   24.28841
   1170.80,    1,       0.00,      69.69,    1980.53,      493,   24.27841
   1172.60,    1,       0.00,      68.79,    1981.73,      494,   24.26901
   1174.40,    1,       0.00,      67.86,    1982.93,      495,   24.26021
   1176.20,    1,       0.00,      66.88,    1984.13,      496,   24.25201
   1178.20,    1,       0.00,      63.68,    1985.47,      497,   24.35471
   1180.20,    1,       0.00,      64.45,    1986.80,      498,   24.45816
   1182.20,    1,       0.00,      65.07,    1988.13,      499,   24.56234
   1184.20,    1,       0.00,      65.84,    1989.47,      500,   24.66727
   1186.60,    1,       0.00,      54.00,    1991.07,      501,   24.99416
   1189.40,    1,       0.00,      65.52,    1992.93,      502,   25.54354
   1191.20,    1,       0.00,      70.46,    1994.13,      503,   25.54034
   1193.00,    1,       0.00,      70.68,    1995.33,      504,   25.53774
   1194.80,    1,       0.00,      70.00,    1996.53,      505,   25.53574
   1196.60,    1,       0.00,      69.53,    1997.73,      506,   25.53434
   1198.40,    1,       0.00,      68.92,    1998.93,      507,   25.53354
