#v(km/h),   acc(m/s^2),  forceMech(N), powMech(kW), fuelFlow(l/h), consump(liters/100km), Gear
94.00, 0.33, 20285.38, 531.173717, 7.53601, 8.01703, 7
94.00, 0.39, 21852.04, 572.081124, 7.99813, 8.50865, 7
94.00, 0.46, 23679.82, 619.806433, 8.53810, 9.08308, 7
94.00, 0.53, 25507.60, 667.531742, 9.07858, 9.65806, 7
94.00, 0.60, 27335.38, 715.257050, 9.61935, 10.23335, 7
94.00, 0.66, 28902.04, 756.164458, 10.08301, 10.72661, 7
94.00, 0.73, 30729.82, 803.889766, 10.62407, 11.30220, 7
94.00, 0.80, 32557.60, 851.615075, 11.16523, 11.87790, 7
94.00, 0.86, 34124.27, 892.522482, 11.62918, 12.37147, 7
94.00, 0.93, 35952.04, 940.247791, 12.17067, 12.94752, 7
94.00, 1.00, 37779.82, 987.973100, 12.71256, 13.52400, 7
94.00, 1.06, 39346.49, 1028.880507, 13.17765, 14.01877, 7
94.00, 1.13, 41174.27, 1076.605816, 13.72160, 14.59745, 7
94.00, 1.20, 43002.04, 1124.331124, 14.26839, 15.17914, 7
94.00, 1.26, 44568.71, 1165.238532, 14.74139, 15.68233, 7
94.00, 1.33, 46396.49, 1212.963840, 15.30292, 16.27970, 7
94.00, 1.40, 48224.27, 1260.689149, 15.88464, 16.89855, 7
94.00, 1.46, 49790.93, 1301.596556, 16.41396, 17.46166, 7
94.00, 1.53, 51618.71, 1349.321865, 17.10030, 18.19180, 7
94.00, 1.60, 53446.49, 1397.047174, 17.71637, 18.84720, 6
94.00, 1.66, 55013.15, 1437.954581, 18.19612, 19.35758, 6
94.00, 1.73, 56840.93, 1485.679890, 18.76913, 19.96716, 6
94.00, 1.79, 58407.60, 1526.587297, 19.27944, 20.51004, 6
94.00, 1.86, 60235.38, 1574.312606, 19.91345, 21.18452, 6
94.00, 1.93, 62063.15, 1622.037915, 20.61962, 21.93577, 6
94.00, 2.00, 63890.93, 1669.763223, 21.39729, 22.76308, 5
94.00, 2.06, 65457.60, 1710.670631, 21.87037, 23.26635, 5
94.00, 2.13, 67285.38, 1758.395939, 22.42826, 23.85985, 5
94.00, 2.20, 69113.15, 1806.121248, 22.99622, 24.46406, 5
94.00, 2.26, 70679.82, 1847.028655, 23.49555, 24.99527, 5
94.00, 2.33, 72507.60, 1894.753964, 24.10091, 25.63926, 5
94.00, 2.40, 74335.38, 1942.479273, 24.74471, 26.32416, 5
94.00, 2.46, 75902.04, 1983.386680, 25.34421, 26.96192, 5
94.00, 2.53, 77729.82, 2031.111989, 26.13043, 27.79833, 5
94.00, 2.60, 79557.60, 2078.837297, 27.06287, 28.79029, 5
94.00, 2.66, 81124.27, 2119.744705, 27.90131, 29.68224, 4
94.00, 2.73, 82952.04, 2167.470013, 28.44796, 30.26379, 4
94.00, 2.80, 84779.82, 2215.195322, 28.99700, 30.84787, 4
94.00, 2.86, 86346.49, 2256.102729, 29.47027, 31.35135, 4
94.00, 2.93, 88174.27, 2303.828038, 30.02678, 31.94339, 4
94.00, 3.00, 90002.04, 2351.553347, 30.58991, 32.54246, 4

96.00, -1.00, -14405.94, 0.000000, 0.00000, 0.00000, 7
96.00, -0.93, -12539.27, 0.000000, 0.00000, 0.00000, 7
96.00, -0.86, -10672.61, 0.000000, 0.00000, 0.00000, 7
96.00, -0.80, -9072.61, 0.000000, 0.00000, 0.00000, 7
96.00, -0.73, -7205.94, 0.000000, 0.00000, 0.00000, 7
96.00, -0.66, -5339.27, 0.000000, 0.00000, 0.00000, 7
96.00, -0.60, -3739.27, 0.000000, 1.81634, 1.89202, 7
96.00, -0.53, -1872.61, 0.000000, 2.57693, 2.68430, 7
96.00, -0.46, -5.94, 1.341564, 2.82378, 2.94144, 7
96.00, -0.40, 1594.06, 44.008231, 2.97400, 3.09792, 7
96.00, -0.33, 3460.73, 93.786009, 3.20780, 3.34146, 7
96.00, -0.26, 5327.39, 143.563787, 3.53084, 3.67795, 7
96.00, -0.19, 7194.06, 193.341564, 3.93091, 4.09470, 7
96.00, -0.13, 8794.06, 236.008231, 4.31915, 4.49912, 7
96.00, -0.06, 10660.73, 285.786009, 4.80822, 5.00856, 7
96.00, 0.00, 12260.73, 328.452676, 5.24805, 5.46672, 7
96.00, 0.06, 13860.73, 371.119342, 5.70017, 5.93768, 7
96.00, 0.13, 15727.39, 420.897120, 6.23751, 6.49740, 7
96.00, 0.19, 17327.39, 463.563787, 6.70335, 6.98266, 7
96.00, 0.26, 19194.06, 513.341564, 7.25053, 7.55263, 7
96.00, 0.33, 21060.73, 563.119342, 7.80006, 8.12507, 7
96.00, 0.39, 22660.73, 605.786009, 8.27220, 8.61687, 7
96.00, 0.46, 24527.39, 655.563787, 8.82377, 9.19143, 7
96.00, 0.53, 26394.06, 705.341564, 9.37582, 9.76648, 7
96.00, 0.60, 28260.73, 755.119342, 9.92814, 10.34182, 7
96.00, 0.66, 29860.73, 797.786009, 10.40169, 10.83510, 7
96.00, 0.73, 31727.39, 847.563787, 10.95428, 11.41071, 7
96.00, 0.80, 33594.06, 897.341564, 11.50697, 11.98643, 7
96.00, 0.86, 35194.06, 940.008231, 11.98083, 12.48003, 7
96.00, 0.93, 37060.73, 989.786009, 12.53389, 13.05613, 7
96.00, 1.00, 38927.39, 1039.563787, 13.08741, 13.63272, 7
96.00, 1.06, 40527.39, 1082.230453, 13.56255, 14.12766, 7
96.00, 1.13, 42394.06, 1132.008231, 14.11844, 14.70671, 7
96.00, 1.20, 44260.73, 1181.786009, 14.67758, 15.28914, 7
96.00, 1.26, 45860.73, 1224.452676, 15.16179, 15.79353, 7
96.00, 1.33, 47727.39, 1274.230453, 15.73782, 16.39356, 7
96.00, 1.40, 49594.06, 1324.008231, 16.33699, 17.01770, 7
96.00, 1.46, 51194.06, 1366.674898, 16.88576, 17.58933, 7
96.00, 1.53, 53060.73, 1416.452676, 17.60479, 18.33832, 7
96.00, 1.60, 54927.39, 1466.230453, 18.20792, 18.96659, 6
96.00, 1.66, 56527.39, 1508.897120, 18.69955, 19.47870, 6
96.00, 1.73, 58394.06, 1558.674898, 19.28807, 20.09174, 6
96.00, 1.79, 59994.06, 1601.341564, 19.81408, 20.63967, 6
96.00, 1.86, 61860.73, 1651.119342, 20.47125, 21.32422, 6
96.00, 1.93, 63727.39, 1700.897120, 21.20959, 22.09332, 6
96.00, 2.00, 65594.06, 1750.674898, 21.98201, 22.89793, 5
96.00, 2.06, 67194.06, 1793.341564, 22.46594, 23.40202, 5
96.00, 2.13, 69060.73, 1843.119342, 23.03713, 23.99701, 5
96.00, 2.20, 70927.39, 1892.897120, 23.61946, 24.60360, 5
96.00, 2.26, 72527.39, 1935.563787, 24.13243, 25.13795, 5
96.00, 2.33, 74394.06, 1985.341564, 24.75611, 25.78762, 5
96.00, 2.40, 76260.73, 2035.119342, 25.42232, 26.48158, 5
96.00, 2.46, 77860.73, 2077.786009, 26.04605, 27.13130, 5
96.00, 2.53, 79727.39, 2127.563787, 26.86971, 27.98928, 5
96.00, 2.60, 81594.06, 2177.341564, 27.85501, 29.01564, 5
96.00, 2.66, 83194.06, 2220.008231, 28.66737, 29.86185, 4
96.00, 2.73, 85060.73, 2269.786009, 29.22602, 30.44377, 4
96.00, 2.80, 86927.39, 2319.563787, 29.78726, 31.02840, 4
96.00, 2.86, 88527.39, 2362.230453, 30.27122, 31.53253, 4
96.00, 2.93, 90394.06, 2412.008231, 30.84059, 32.12561, 4
96.00, 3.00, 92260.73, 2461.786009, 31.41713, 32.72618, 4

98.00, -1.00, -14347.77, 0.000000, 0.00000, 0.00000, 7
98.00, -0.93, -12442.22, 0.000000, 0.00000, 0.00000, 7
98.00, -0.86, -10536.66, 0.000000, 0.00000, 0.00000, 7
98.00, -0.80, -8903.33, 0.000000, 0.00000, 0.00000, 7
98.00, -0.73, -6997.77, 0.000000, 0.00000, 0.00000, 7
98.00, -0.66, -5092.22, 0.000000, 0.50165, 0.51189, 7
98.00, -0.60, -3458.88, 0.000000, 2.08655, 2.12913, 7
98.00, -0.53, -1553.33, 0.000000, 2.69921, 2.75429, 7
98.00, -0.46, 352.23, 11.088454, 2.91628, 2.97580, 7
98.00, -0.40, 1985.56, 55.551417, 3.07542, 3.13818, 7
98.00, -0.33, 3891.12, 107.424874, 3.33141, 3.39940, 7
98.00, -0.26, 5796.67, 159.298331, 3.67792, 3.75298, 7
98.00, -0.19, 7702.23, 211.171788, 4.09907, 4.18273, 7
98.00, -0.13, 9335.56, 255.634751, 4.50309, 4.59499, 7
98.00, -0.06, 11241.12, 307.508208, 5.00834, 5.11056, 7
98.00, 0.00, 12874.45, 351.971170, 5.46065, 5.57209, 7
98.00, 0.06, 14507.78, 396.434133, 5.92435, 6.04525, 7
98.00, 0.13, 16413.34, 448.307590, 6.47445, 6.60658, 7
98.00, 0.19, 18046.67, 492.770553, 6.95081, 7.09267, 7
98.00, 0.26, 19952.23, 544.644010, 7.50996, 7.66323, 7
98.00, 0.33, 21857.78, 596.517467, 8.07128, 8.23600, 7
98.00, 0.39, 23491.12, 640.980430, 8.55342, 8.72798, 7
98.00, 0.46, 25396.67, 692.853887, 9.11660, 9.30265, 7
98.00, 0.53, 27302.23, 744.727343, 9.68022, 9.87777, 7
98.00, 0.60, 29207.78, 796.600800, 10.24408, 10.45315, 7
98.00, 0.66, 30841.12, 841.063763, 10.72752, 10.94645, 7
98.00, 0.73, 32746.67, 892.937220, 11.29164, 11.52208, 7
98.00, 0.80, 34652.23, 944.810677, 11.85587, 12.09782, 7
98.00, 0.86, 36285.56, 989.273640, 12.33962, 12.59145, 7
98.00, 0.93, 38191.12, 1041.147096, 12.90427, 13.16762, 7
98.00, 1.00, 40096.67, 1093.020553, 13.46944, 13.74433, 7
98.00, 1.06, 41730.01, 1137.483516, 13.95467, 14.23946, 7
98.00, 1.13, 43635.56, 1189.356973, 14.52256, 14.81894, 7
98.00, 1.20, 45541.12, 1241.230430, 15.09419, 15.40223, 7
98.00, 1.26, 47174.45, 1285.693393, 15.58985, 15.90801, 7
98.00, 1.33, 49080.01, 1337.566849, 16.18089, 16.51112, 7
98.00, 1.40, 50985.56, 1389.440306, 16.79853, 17.14136, 7
98.00, 1.46, 52618.90, 1433.903269, 17.36836, 17.72282, 7
98.00, 1.53, 54524.45, 1485.776726, 18.12370, 18.49357, 7
98.00, 1.60, 56430.01, 1537.650183, 18.70756, 19.08935, 6
98.00, 1.66, 58063.34, 1582.113146, 19.21136, 19.60343, 6
98.00, 1.73, 59968.90, 1633.986603, 19.81599, 20.22040, 6
98.00, 1.79, 61602.23, 1678.449566, 20.35856, 20.77404, 6
98.00, 1.86, 63507.78, 1730.323022, 21.04060, 21.47000, 6
98.00, 1.93, 65413.34, 1782.196479, 21.81415, 22.25934, 6
98.00, 2.00, 67318.90, 1834.069936, 22.57558, 23.03631, 5
98.00, 2.06, 68952.23, 1878.532899, 23.07049, 23.54132, 5
98.00, 2.13, 70857.78, 1930.406356, 23.65520, 24.13796, 5
98.00, 2.20, 72763.34, 1982.279812, 24.25226, 24.74721, 5
98.00, 2.26, 74396.67, 2026.742775, 24.77935, 25.28505, 5
98.00, 2.33, 76302.23, 2078.616232, 25.42222, 25.94104, 5
98.00, 2.40, 78207.78, 2130.489689, 26.11219, 26.64509, 5
98.00, 2.46, 79841.12, 2174.952652, 26.76196, 27.30812, 5
98.00, 2.53, 81746.67, 2226.826109, 27.62631, 28.19011, 5
98.00, 2.60, 83652.23, 2278.699566, 28.66967, 29.25477, 5
98.00, 2.66, 85285.56, 2323.162529, 29.44487, 30.04579, 4
98.00, 2.73, 87191.12, 2375.035985, 30.01557, 30.62813, 4
98.00, 2.80, 89096.67, 2426.909442, 30.58908, 31.21335, 4
98.00, 2.86, 90730.01, 2471.372405, 31.08382, 31.71818, 4
98.00, 2.93, 92635.56, 2523.245862, 31.66617, 32.31242, 4
98.00, 3.00, 94541.12, 2575.119319, 32.25633, 32.91463, 4

100.00, -1.00, -14267.44, 0.000000, 0.00000, 0.00000, 7
100.00, -0.93, -12322.99, 0.000000, 0.00000, 0.00000, 7
100.00, -0.86, -10378.55, 0.000000, 0.00000, 0.00000, 7
100.00, -0.80, -8711.88, 0.000000, 0.00000, 0.00000, 7
100.00, -0.73, -6767.44, 0.000000, 0.00000, 0.00000, 7
100.00, -0.66, -4822.99, 0.000000, 1.03946, 1.03946, 7
100.00, -0.60, -3156.33, 0.000000, 2.32051, 2.32051, 7
100.00, -0.53, -1211.88, 0.000000, 2.81231, 2.81231, 7
100.00, -0.46, 732.56, 21.848937, 3.01073, 3.01073, 7
100.00, -0.40, 2399.23, 68.145233, 3.18265, 3.18265, 7
100.00, -0.33, 4343.67, 122.157579, 3.46249, 3.46249, 7
100.00, -0.26, 6288.12, 176.169925, 3.83290, 3.83290, 7
100.00, -0.19, 8232.56, 230.182270, 4.27509, 4.27509, 7
100.00, -0.13, 9899.23, 276.478567, 4.69476, 4.69476, 7
100.00, -0.06, 11843.67, 330.490912, 5.21607, 5.21607, 7
100.00, 0.00, 13510.34, 376.787209, 5.68075, 5.68075, 7
100.00, 0.06, 15177.01, 423.083505, 6.15596, 6.15596, 7
100.00, 0.13, 17121.45, 477.095850, 6.71877, 6.71877, 7
100.00, 0.19, 18788.12, 523.392147, 7.20562, 7.20562, 7
100.00, 0.26, 20732.56, 577.404492, 7.77672, 7.77672, 7
100.00, 0.33, 22677.01, 631.416838, 8.34981, 8.34981, 7
100.00, 0.39, 24343.67, 677.713134, 8.84194, 8.84194, 7
100.00, 0.46, 26288.12, 731.725480, 9.41673, 9.41673, 7
100.00, 0.53, 28232.56, 785.737826, 9.99191, 9.99191, 7
100.00, 0.60, 30177.01, 839.750171, 10.56732, 10.56732, 7
100.00, 0.66, 31843.67, 886.046468, 11.06064, 11.06064, 7
100.00, 0.73, 33788.12, 940.058813, 11.63629, 11.63629, 7
100.00, 0.80, 35732.56, 994.071159, 12.21206, 12.21206, 7
100.00, 0.86, 37399.23, 1040.367455, 12.70573, 12.70573, 7
100.00, 0.93, 39343.67, 1094.379801, 13.28196, 13.28196, 7
100.00, 1.00, 41288.12, 1148.392147, 13.85881, 13.85881, 7
100.00, 1.06, 42954.78, 1194.688443, 14.35417, 14.35417, 7
100.00, 1.13, 44899.23, 1248.700789, 14.93415, 14.93415, 7
100.00, 1.20, 46843.67, 1302.713134, 15.51844, 15.51844, 7
100.00, 1.26, 48510.34, 1349.009431, 16.02581, 16.02581, 7
100.00, 1.33, 50454.78, 1403.021776, 16.63248, 16.63248, 7
100.00, 1.40, 52399.23, 1457.034122, 17.26979, 17.26979, 7
100.00, 1.46, 54065.90, 1503.330418, 17.86262, 17.86262, 7
100.00, 1.53, 56010.34, 1557.342764, 18.62419, 18.62419, 6
100.00, 1.60, 57954.78, 1611.355110, 19.21553, 19.21553, 6
100.00, 1.66, 59621.45, 1657.651406, 19.73184, 19.73184, 6
100.00, 1.73, 61565.90, 1711.663752, 20.35327, 20.35327, 6
100.00, 1.79, 63232.56, 1757.960048, 20.91341, 20.91341, 6
100.00, 1.86, 65177.01, 1811.972394, 21.62231, 21.62231, 6
100.00, 1.93, 67121.45, 1865.984739, 22.43461, 22.43461, 6
100.00, 2.00, 69065.90, 1919.997085, 23.17822, 23.17822, 5
100.00, 2.06, 70732.56, 1966.293381, 23.68425, 23.68425, 5
100.00, 2.13, 72677.01, 2020.305727, 24.28275, 24.28275, 5
100.00, 2.20, 74621.45, 2074.318073, 24.89494, 24.89494, 5
100.00, 2.26, 76288.12, 2120.614369, 25.43669, 25.43669, 5
100.00, 2.33, 78232.56, 2174.626715, 26.09973, 26.09973, 5
100.00, 2.40, 80177.01, 2228.639060, 26.81502, 26.81502, 5
100.00, 2.46, 81843.67, 2274.935357, 27.49288, 27.49288, 5
100.00, 2.53, 83788.12, 2328.947702, 28.40164, 28.40164, 5
100.00, 2.60, 85732.56, 2382.960048, 29.50897, 29.50897, 5
100.00, 2.66, 87399.23, 2429.256344, 30.23405, 30.23405, 4
100.00, 2.73, 89343.67, 2483.268690, 30.81684, 30.81684, 4
100.00, 2.80, 91288.12, 2537.281036, 31.40271, 31.40271, 4
100.00, 2.86, 92954.78, 2583.577332, 31.90832, 31.90832, 4
100.00, 2.93, 94899.23, 2637.589678, 32.50381, 32.50381, 4
100.00, 3.00, 96843.67, 2691.602023, 33.10781, 33.10781, 4

102.00, -1.00, -14164.49, 0.000000, 0.00000, 0.00000, 7
102.00, -0.93, -12181.16, 0.000000, 0.00000, 0.00000, 7
102.00, -0.86, -10197.82, 0.000000, 0.00000, 0.00000, 7
102.00, -0.80, -8497.82, 0.000000, 0.00000, 0.00000, 7
102.00, -0.73, -6514.49, 0.000000, 0.00000, 0.00000, 7
102.00, -0.66, -4531.16, 0.000000, 1.49874, 1.46936, 7
102.00, -0.60, -2831.16, 0.000000, 2.52292, 2.47345, 7
102.00, -0.53, -847.82, 0.000000, 2.91871, 2.86148, 7
102.00, -0.46, 1135.51, 33.672764, 3.10845, 3.04750, 7
102.00, -0.40, 2835.51, 81.839431, 3.29648, 3.23185, 7
102.00, -0.33, 4818.84, 138.033876, 3.60153, 3.53091, 7
102.00, -0.26, 6802.18, 194.228320, 3.99606, 3.91771, 7
102.00, -0.19, 8785.51, 250.422764, 4.45919, 4.37176, 7
102.00, -0.13, 10485.51, 298.589431, 4.89437, 4.79840, 7
102.00, -0.06, 12468.84, 354.783876, 5.43156, 5.32506, 7
102.00, 0.00, 14168.84, 402.950542, 5.90852, 5.79267, 7
102.00, 0.06, 15868.84, 451.117209, 6.39517, 6.26977, 7
102.00, 0.13, 17852.18, 507.311653, 6.97061, 6.83394, 7
102.00, 0.19, 19552.18, 555.478320, 7.46793, 7.32150, 7
102.00, 0.26, 21535.51, 611.672764, 8.05096, 7.89310, 7
102.00, 0.33, 23518.84, 667.867209, 8.63579, 8.46647, 7
102.00, 0.39, 25218.84, 716.033876, 9.13792, 8.95874, 7
102.00, 0.46, 27202.18, 772.228320, 9.72430, 9.53363, 7
102.00, 0.53, 29185.51, 828.422764, 10.31104, 10.10886, 7
102.00, 0.60, 31168.84, 884.617209, 10.89799, 10.68431, 7
102.00, 0.66, 32868.84, 932.783876, 11.40120, 11.17765, 7
102.00, 0.73, 34852.18, 988.978320, 11.98839, 11.75332, 7
102.00, 0.80, 36835.51, 1045.172764, 12.57570, 12.32912, 7
102.00, 0.86, 38535.51, 1093.339431, 13.07928, 12.82282, 7
102.00, 0.93, 40518.84, 1149.533876, 13.66713, 13.39915, 7
102.00, 1.00, 42502.18, 1205.728320, 14.25568, 13.97615, 7
102.00, 1.06, 44202.18, 1253.894987, 14.76121, 14.47177, 7
102.00, 1.13, 46185.51, 1310.089431, 15.35338, 15.05233, 7
102.00, 1.20, 48168.84, 1366.283876, 15.95053, 15.63777, 7
102.00, 1.26, 49868.84, 1414.450542, 16.46995, 16.14701, 7
102.00, 1.33, 51852.18, 1470.644987, 17.09296, 16.75781, 7
102.00, 1.40, 53835.51, 1526.839431, 17.75137, 17.40331, 7
102.00, 1.46, 55535.51, 1575.006098, 18.36951, 18.00932, 7
102.00, 1.53, 57518.84, 1631.200542, 19.12712, 18.75208, 6
102.00, 1.60, 59502.18, 1687.394987, 19.73206, 19.34516, 6
102.00, 1.66, 61202.18, 1735.561653, 20.26129, 19.86401, 6
102.00, 1.73, 63185.51, 1791.756098, 20.90032, 20.49051, 6
102.00, 1.79, 64885.51, 1839.922764, 21.47919, 21.05803, 6
102.00, 1.86, 66868.84, 1896.117209, 22.21729, 21.78165, 6
102.00, 1.93, 68852.18, 1952.311653, 23.07246, 22.62006, 6
102.00, 2.00, 70835.51, 2008.506098, 23.79015, 23.32367, 5
102.00, 2.06, 72535.51, 2056.672764, 24.30746, 23.83085, 5
102.00, 2.13, 74518.84, 2112.867209, 24.92003, 24.43140, 5
102.00, 2.20, 76502.18, 2169.061653, 25.54784, 25.04690, 5
102.00, 2.26, 78202.18, 2217.228320, 26.10486, 25.59300, 5
102.00, 2.33, 80185.51, 2273.422764, 26.78918, 26.26390, 5
102.00, 2.40, 82168.84, 2329.617209, 27.53157, 26.99174, 5
102.00, 2.46, 83868.84, 2377.783876, 28.23988, 27.68616, 5
102.00, 2.53, 85852.18, 2433.978320, 29.19728, 28.62479, 5
102.00, 2.60, 87835.51, 2490.172764, 30.37532, 29.77972, 5
102.00, 2.66, 89535.51, 2538.339431, 31.03515, 30.42661, 4
102.00, 2.73, 91518.84, 2594.533876, 31.63011, 31.00991, 4
102.00, 2.80, 93502.18, 2650.728320, 32.22842, 31.59649, 4
102.00, 2.86, 95202.18, 2698.894987, 32.74500, 32.10294, 4
102.00, 2.93, 97185.51, 2755.089431, 33.35381, 32.69981, 4
102.00, 3.00, 99168.84, 2811.283876, 33.97189, 33.30578, 4

104.00, -1.00, -14038.48, 0.000000, 0.00000, 0.00000, 7
104.00, -0.93, -12016.25, 0.000000, 0.00000, 0.00000, 7
104.00, -0.86, -9994.03, 0.000000, 0.00000, 0.00000, 7
104.00, -0.80, -8260.70, 0.000000, 0.00000, 0.00000, 7
104.00, -0.73, -6238.48, 0.000000, 0.00000, 0.00000, 7
104.00, -0.66, -4216.25, 0.000000, 1.88816, 1.81554, 7
104.00, -0.60, -2482.92, 0.000000, 2.69858, 2.59479, 7
104.00, -0.53, -460.70, 0.000000, 3.02083, 2.90464, 7
104.00, -0.46, 1561.52, 46.610695, 3.21069, 3.08720, 7
104.00, -0.40, 3294.86, 96.684769, 3.41769, 3.28624, 7
104.00, -0.33, 5317.08, 155.104522, 3.74896, 3.60476, 7
104.00, -0.26, 7339.30, 213.524275, 4.16772, 4.00742, 7
104.00, -0.19, 9361.52, 271.944028, 4.65160, 4.47270, 7
104.00, -0.13, 11094.86, 322.018102, 5.10210, 4.90586, 7
104.00, -0.06, 13117.08, 380.437855, 5.65500, 5.43750, 7
104.00, 0.00, 14850.41, 430.511929, 6.14411, 5.90780, 7
104.00, 0.06, 16583.75, 480.586003, 6.64211, 6.38665, 7
104.00, 0.13, 18605.97, 539.005756, 7.23014, 6.95206, 7
104.00, 0.19, 20339.30, 589.079831, 7.73788, 7.44027, 7
104.00, 0.26, 22361.52, 647.499584, 8.33282, 8.01232, 7
104.00, 0.33, 24383.75, 705.919337, 8.92939, 8.58595, 7
104.00, 0.39, 26117.08, 755.993411, 9.44149, 9.07836, 7
104.00, 0.46, 28139.30, 814.413164, 10.03947, 9.65333, 7
104.00, 0.53, 30161.52, 872.832917, 10.63777, 10.22862, 7
104.00, 0.60, 32183.75, 931.252670, 11.23626, 10.80410, 7
104.00, 0.66, 33917.08, 981.326744, 11.74936, 11.29746, 7
104.00, 0.73, 35939.30, 1039.746497, 12.34808, 11.87315, 7
104.00, 0.80, 37961.52, 1098.166250, 12.94694, 12.44898, 7
104.00, 0.86, 39694.86, 1148.240324, 13.46044, 12.94273, 7
104.00, 0.93, 41717.08, 1206.660077, 14.05991, 13.51915, 7
104.00, 1.00, 43739.30, 1265.079831, 14.66020, 14.09634, 7
104.00, 1.06, 45472.64, 1315.153905, 15.17595, 14.59226, 7
104.00, 1.13, 47494.86, 1373.573658, 15.78044, 15.17350, 7
104.00, 1.20, 49517.08, 1431.993411, 16.39069, 15.76028, 7
104.00, 1.26, 51250.41, 1482.067485, 16.92255, 16.27168, 7
104.00, 1.33, 53272.64, 1540.487238, 17.56277, 16.88728, 7
104.00, 1.40, 55294.86, 1598.906991, 18.24399, 17.54230, 7
104.00, 1.46, 57028.19, 1648.981065, 18.89018, 18.16364, 7
104.00, 1.53, 59050.41, 1707.400818, 19.63856, 18.88323, 6
104.00, 1.60, 61072.64, 1765.820571, 20.25743, 19.47830, 6
104.00, 1.66, 62805.97, 1815.894645, 20.80005, 20.00004, 6
104.00, 1.73, 64828.19, 1874.314398, 21.45762, 20.63232, 6
104.00, 1.79, 66561.52, 1924.388473, 22.05658, 21.20825, 6
104.00, 1.86, 68583.75, 1982.808226, 22.82658, 21.94864, 6
104.00, 1.93, 70605.97, 2041.227979, 23.72945, 22.81677, 6
104.00, 2.00, 72628.19, 2099.647732, 24.41158, 23.47268, 5
104.00, 2.06, 74361.52, 2149.721806, 24.94037, 23.98113, 5
104.00, 2.13, 76383.75, 2208.141559, 25.56735, 24.58399, 5
104.00, 2.20, 78405.97, 2266.561312, 26.21130, 25.20317, 5
104.00, 2.26, 80139.30, 2316.635386, 26.78430, 25.75414, 5
104.00, 2.33, 82161.52, 2375.055139, 27.49118, 26.43382, 5
104.00, 2.40, 84183.75, 2433.474892, 28.26271, 27.17569, 5
104.00, 2.46, 85917.08, 2483.548966, 29.00415, 27.88861, 5
104.00, 2.53, 87939.30, 2541.968719, 30.01503, 28.86060, 5
104.00, 2.60, 89961.52, 2600.388473, 31.27148, 30.06873, 5
104.00, 2.66, 91694.86, 2650.462547, 31.84842, 30.62348, 4
104.00, 2.73, 93717.08, 2708.882300, 32.45561, 31.20732, 4
104.00, 2.80, 95739.30, 2767.302053, 33.06647, 31.79468, 4
104.00, 2.86, 97472.64, 2817.376127, 33.59414, 32.30206, 4
104.00, 2.93, 99494.86, 2875.795880, 34.21645, 32.90043, 4
104.00, 3.00, 101517.08, 2934.215633, 11842.10526, 11386.63968, 1

106.00, -1.00, -13888.94, 0.000000, 0.00000, 0.00000, 7
106.00, -0.93, -11827.83, 0.000000, 0.00000, 0.00000, 7
106.00, -0.86, -9766.72, 0.000000, 0.00000, 0.00000, 7
106.00, -0.80, -8000.05, 0.000000, 0.00000, 0.00000, 7
106.00, -0.73, -5938.94, 0.000000, 0.00000, 0.00000, 7
106.00, -0.66, -3877.83, 0.000000, 2.21644, 2.09098, 7
106.00, -0.60, -2111.16, 0.000000, 2.85224, 2.69079, 7
106.00, -0.53, -50.05, 0.026219, 3.12103, 2.94437, 7
106.00, -0.46, 2011.06, 60.714491, 3.31867, 3.13082, 7
106.00, -0.40, 3777.72, 112.733009, 3.54696, 3.34619, 7
106.00, -0.33, 5838.84, 173.421281, 3.90519, 3.68414, 7
106.00, -0.26, 7899.95, 234.109552, 4.34813, 4.10201, 7
106.00, -0.19, 9961.06, 294.797824, 4.85252, 4.57785, 7
106.00, -0.13, 11727.72, 346.816342, 5.31812, 5.01709, 7
106.00, -0.06, 13788.84, 407.504614, 5.88653, 5.55333, 7
106.00, 0.00, 15555.50, 459.523133, 6.38768, 6.02612, 7
106.00, 0.06, 17322.17, 511.541651, 6.89695, 6.50656, 7
106.00, 0.13, 19383.28, 572.229923, 7.49750, 7.07312, 7
106.00, 0.19, 21149.95, 624.248441, 8.01563, 7.56191, 7
106.00, 0.26, 23211.06, 684.936713, 8.62244, 8.13438, 7
106.00, 0.33, 25272.17, 745.624984, 9.23074, 8.70824, 7
106.00, 0.39, 27038.84, 797.643503, 9.75282, 9.20077, 7
106.00, 0.46, 29099.95, 858.331775, 10.36237, 9.77583, 7
106.00, 0.53, 31161.06, 919.020046, 10.97223, 10.35116, 7
106.00, 0.60, 33222.17, 979.708318, 11.58226, 10.92666, 7
106.00, 0.66, 34988.84, 1031.726836, 12.10525, 11.42005, 7
106.00, 0.73, 37049.95, 1092.415108, 12.71551, 11.99576, 7
106.00, 0.80, 39111.06, 1153.103380, 13.32593, 12.57163, 7
106.00, 0.86, 40877.72, 1205.121898, 13.84935, 13.06543, 7
106.00, 0.93, 42938.84, 1265.810170, 14.46047, 13.64196, 7
106.00, 1.00, 44999.95, 1326.498441, 15.07253, 14.21937, 7
106.00, 1.06, 46766.61, 1378.516960, 15.59858, 14.71565, 7
106.00, 1.13, 48827.72, 1439.205231, 16.21553, 15.29767, 7
106.00, 1.20, 50888.84, 1499.893503, 16.83917, 15.88601, 7
106.00, 1.26, 52655.50, 1551.912022, 17.38393, 16.39994, 7
