#v(km/h),   acc(m/s^2),  forceMech(N), powMech(kW), fuelFlow(l/h), consump(liters/100km), Gear
40.00, 0.19, 4349.17, 49.824143, 2.12132, 5.30330, 7
40.00, 0.26, 5126.95, 58.466118, 2.33970, 5.84924, 7
40.00, 0.33, 5904.73, 67.108093, 2.56301, 6.40752, 7
40.00, 0.39, 6571.40, 74.515501, 2.75681, 6.89202, 7
40.00, 0.46, 7349.17, 83.157476, 2.98458, 7.46146, 7
40.00, 0.53, 8126.95, 91.799451, 3.21344, 8.03359, 7
40.00, 0.60, 8904.73, 100.441427, 3.44290, 8.60726, 7
40.00, 0.66, 9571.40, 107.848834, 3.63988, 9.09969, 7
40.00, 0.73, 10349.17, 116.490809, 3.86987, 9.67468, 7
40.00, 0.80, 11126.95, 125.132785, 4.09999, 10.24999, 7
40.00, 0.86, 11793.62, 132.540192, 4.29730, 10.74326, 7
40.00, 0.93, 12571.40, 141.182167, 4.52755, 11.31887, 7
40.00, 1.00, 13349.17, 149.824143, 4.75784, 11.89461, 7
40.00, 1.06, 14015.84, 157.231550, 4.95530, 12.38825, 7
40.00, 1.13, 14793.62, 165.873525, 5.18578, 12.96445, 7
40.00, 1.20, 15571.40, 174.515501, 5.41649, 13.54122, 7
40.00, 1.26, 16238.06, 181.922908, 5.61459, 14.03646, 7
40.00, 1.33, 17015.84, 190.564883, 5.84648, 14.61620, 7
40.00, 1.40, 17793.62, 199.206859, 6.08000, 15.20001, 7
40.00, 1.46, 18460.28, 206.614266, 6.28265, 15.70663, 7
40.00, 1.53, 19238.06, 215.256241, 6.52465, 16.31162, 7
40.00, 1.60, 20015.84, 223.898217, 6.77825, 16.94564, 7
40.00, 1.66, 20682.51, 231.305624, 7.01328, 17.53321, 7
40.00, 1.73, 21460.28, 239.947599, 7.24805, 18.12011, 6
40.00, 1.79, 22126.95, 247.355007, 7.45027, 18.62568, 6
40.00, 1.86, 22904.73, 255.996982, 7.69026, 19.22566, 6
40.00, 1.93, 23682.51, 264.638957, 7.93785, 19.84464, 6
40.00, 2.00, 24460.28, 273.280933, 8.19895, 20.49737, 6
40.00, 2.06, 25126.95, 280.688340, 8.44126, 21.10314, 6
40.00, 2.13, 25904.73, 289.330316, 8.68609, 21.71521, 5
40.00, 2.20, 26682.51, 297.972291, 8.91993, 22.29982, 5
40.00, 2.26, 27349.17, 305.379698, 9.12204, 22.80510, 5
40.00, 2.33, 28126.95, 314.021674, 9.36090, 23.40225, 5
40.00, 2.40, 28904.73, 322.663649, 9.60493, 24.01233, 5
40.00, 2.46, 29571.40, 330.071056, 9.82052, 24.55130, 5
40.00, 2.53, 30349.17, 338.713032, 10.08375, 25.20938, 5
40.00, 2.60, 31126.95, 347.355007, 10.36674, 25.91684, 5
40.00, 2.66, 31793.62, 354.762414, 10.63379, 26.58448, 5
40.00, 2.73, 32571.40, 363.404390, 10.90160, 27.25400, 4
40.00, 2.80, 33349.17, 372.046365, 11.13321, 27.83303, 4
40.00, 2.86, 34015.84, 379.453772, 11.33220, 28.33049, 4
40.00, 2.93, 34793.62, 388.095748, 11.56510, 28.91274, 4
40.00, 3.00, 35571.40, 396.737723, 11.79913, 29.49783, 4

42.00, -1.00, -9251.80, 0.000000, 0.00000, 0.00000, 7
42.00, -0.93, -8435.13, 0.000000, 0.00000, 0.00000, 7
42.00, -0.86, -7618.46, 0.000000, 0.00000, 0.00000, 7
42.00, -0.80, -6918.46, 0.000000, 0.00000, 0.00000, 7
42.00, -0.73, -6101.80, 0.000000, 0.00000, 0.00000, 7
42.00, -0.66, -5285.13, 0.000000, 0.00000, 0.00000, 7
42.00, -0.60, -4585.13, 0.000000, 0.00000, 0.00000, 7
42.00, -0.53, -3768.46, 0.000000, 0.00000, 0.00000, 7
42.00, -0.46, -2951.80, 0.000000, 0.00000, 0.00000, 7
42.00, -0.40, -2251.80, 0.000000, 0.69201, 1.64764, 7
42.00, -0.33, -1435.13, 0.000000, 1.09728, 2.61257, 7
42.00, -0.26, -618.46, 0.000000, 1.22283, 2.91151, 7
42.00, -0.19, 198.20, 3.812364, 1.29958, 3.09425, 7
42.00, -0.13, 898.20, 11.979031, 1.38429, 3.29593, 7
42.00, -0.06, 1714.87, 21.506809, 1.51945, 3.61774, 7
42.00, 0.00, 2414.87, 29.673476, 1.66354, 3.96080, 7
42.00, 0.06, 3114.87, 37.840142, 1.82767, 4.35160, 7
42.00, 0.13, 3931.54, 47.367920, 2.03712, 4.85028, 7
42.00, 0.19, 4631.54, 55.534587, 2.22703, 5.30244, 7
42.00, 0.26, 5448.20, 65.062364, 2.45631, 5.84836, 7
42.00, 0.33, 6264.87, 74.590142, 2.69078, 6.40663, 7
42.00, 0.39, 6964.87, 82.756809, 2.89427, 6.89112, 7
42.00, 0.46, 7781.54, 92.284587, 3.13343, 7.46055, 7
42.00, 0.53, 8598.20, 101.812364, 3.37372, 8.03268, 7
42.00, 0.60, 9414.87, 111.340142, 3.61466, 8.60634, 7
42.00, 0.66, 10114.87, 119.506809, 3.82149, 9.09878, 7
42.00, 0.73, 10931.54, 129.034587, 4.06298, 9.67377, 7
42.00, 0.80, 11748.20, 138.562364, 4.30461, 10.24907, 7
42.00, 0.86, 12448.20, 146.729031, 4.51178, 10.74234, 7
42.00, 0.93, 13264.87, 156.256809, 4.75354, 11.31795, 7
42.00, 1.00, 14081.54, 165.784587, 4.99535, 11.89369, 7
42.00, 1.06, 14781.54, 173.951253, 5.20268, 12.38733, 7
42.00, 1.13, 15598.20, 183.479031, 5.44468, 12.96352, 7
42.00, 1.20, 16414.87, 193.006809, 5.68692, 13.54028, 7
42.00, 1.26, 17114.87, 201.173476, 5.89492, 14.03551, 7
42.00, 1.33, 17931.54, 210.701253, 6.13839, 14.61522, 7
42.00, 1.40, 18748.20, 220.229031, 6.38356, 15.19896, 7
42.00, 1.46, 19448.20, 228.395698, 6.59630, 15.70547, 7
42.00, 1.53, 20264.87, 237.923476, 6.85030, 16.31023, 7
42.00, 1.60, 21081.54, 247.451253, 7.11638, 16.94377, 7
42.00, 1.66, 21781.54, 255.617920, 7.36284, 17.53058, 7
42.00, 1.73, 22598.20, 265.145698, 7.61164, 18.12296, 6
42.00, 1.79, 23298.20, 273.312364, 7.82395, 18.62845, 6
42.00, 1.86, 24114.87, 282.840142, 8.07587, 19.22827, 6
42.00, 1.93, 24931.54, 292.367920, 8.33572, 19.84696, 6
42.00, 2.00, 25748.20, 301.895698, 8.60966, 20.49919, 6
42.00, 2.06, 26448.20, 310.062364, 8.86377, 21.10420, 6
42.00, 2.13, 27264.87, 319.590142, 9.12486, 21.72587, 5
42.00, 2.20, 28081.54, 329.117920, 9.37038, 22.31043, 5
42.00, 2.26, 28781.54, 337.284587, 9.58257, 22.81565, 5
42.00, 2.33, 29598.20, 346.812364, 9.83333, 23.41269, 5
42.00, 2.40, 30414.87, 356.340142, 10.08949, 24.02259, 5
42.00, 2.46, 31114.87, 364.506809, 10.31576, 24.56133, 5
42.00, 2.53, 31931.54, 374.034587, 10.59198, 25.21899, 5
42.00, 2.60, 32748.20, 383.562364, 10.88883, 25.92578, 5
42.00, 2.66, 33448.20, 391.729031, 11.16886, 26.59252, 5
42.00, 2.73, 34264.87, 401.256809, 11.46000, 27.28572, 4
42.00, 2.80, 35081.54, 410.784587, 11.70319, 27.86474, 4
42.00, 2.86, 35781.54, 418.951253, 11.91212, 28.36219, 4
42.00, 2.93, 36598.20, 428.479031, 12.15665, 28.94441, 4
42.00, 3.00, 37414.87, 438.006809, 12.40238, 29.52948, 4

44.00, -1.00, -9621.05, 0.000000, 0.00000, 0.00000, 7
44.00, -0.93, -8765.49, 0.000000, 0.00000, 0.00000, 7
44.00, -0.86, -7909.94, 0.000000, 0.00000, 0.00000, 7
44.00, -0.80, -7176.60, 0.000000, 0.00000, 0.00000, 7
44.00, -0.73, -6321.05, 0.000000, 0.00000, 0.00000, 7
44.00, -0.66, -5465.49, 0.000000, 0.00000, 0.00000, 7
44.00, -0.60, -4732.16, 0.000000, 0.00000, 0.00000, 7
44.00, -0.53, -3876.60, 0.000000, 0.00000, 0.00000, 7
44.00, -0.46, -3021.05, 0.000000, 0.00000, 0.00000, 7
44.00, -0.40, -2287.71, 0.000000, 0.73300, 1.66590, 7
44.00, -0.33, -1432.16, 0.000000, 1.15189, 2.61793, 7
44.00, -0.26, -576.60, 0.000000, 1.28199, 2.91362, 7
44.00, -0.19, 278.95, 4.909425, 1.36244, 3.09645, 7
44.00, -0.13, 1012.29, 13.872388, 1.45155, 3.29897, 7
44.00, -0.06, 1867.84, 24.329178, 1.59359, 3.62179, 7
44.00, 0.00, 2601.18, 33.292141, 1.74485, 3.96556, 7
44.00, 0.06, 3334.51, 42.255104, 1.91703, 4.35688, 7
44.00, 0.13, 4190.06, 52.711894, 2.13663, 4.85598, 7
44.00, 0.19, 4923.40, 61.674857, 2.33568, 5.30837, 7
44.00, 0.26, 5778.95, 72.131647, 2.57596, 5.85446, 7
44.00, 0.33, 6634.51, 82.588437, 2.82165, 6.41283, 7
44.00, 0.39, 7367.84, 91.551400, 3.03485, 6.89738, 7
44.00, 0.46, 8223.40, 102.008190, 3.28541, 7.46685, 7
44.00, 0.53, 9078.95, 112.464980, 3.53716, 8.03900, 7
44.00, 0.60, 9934.51, 122.921770, 3.78958, 8.61268, 7
44.00, 0.66, 10667.84, 131.884733, 4.00625, 9.10512, 7
44.00, 0.73, 11523.40, 142.341524, 4.25925, 9.68011, 7
44.00, 0.80, 12378.95, 152.798314, 4.51238, 10.25542, 7
44.00, 0.86, 13112.29, 161.761277, 4.72942, 10.74869, 7
44.00, 0.93, 13967.84, 172.218067, 4.98269, 11.32430, 7
44.00, 1.00, 14823.40, 182.674857, 5.23602, 11.90004, 7
44.00, 1.06, 15556.73, 191.637820, 5.45322, 12.39368, 7
44.00, 1.13, 16412.29, 202.094610, 5.70674, 12.96987, 7
44.00, 1.20, 17267.84, 212.551400, 5.96052, 13.54663, 7
44.00, 1.26, 18001.18, 221.514363, 6.17842, 14.04187, 7
44.00, 1.33, 18856.73, 231.971153, 6.43349, 14.62157, 7
44.00, 1.40, 19712.29, 242.427943, 6.69034, 15.20532, 7
44.00, 1.46, 20445.62, 251.390906, 6.91321, 15.71183, 7
44.00, 1.53, 21301.18, 261.847696, 7.17930, 16.31660, 7
44.00, 1.60, 22156.73, 272.304487, 7.45807, 16.95015, 7
44.00, 1.66, 22890.06, 281.267449, 7.71627, 17.53698, 7
44.00, 1.73, 23745.62, 291.724240, 7.97868, 18.13337, 6
44.00, 1.79, 24478.95, 300.687203, 8.20110, 18.63886, 6
44.00, 1.86, 25334.51, 311.143993, 8.46502, 19.23869, 6
44.00, 1.93, 26190.06, 321.600783, 8.73726, 19.85740, 6
44.00, 2.00, 27045.62, 332.057573, 9.02425, 20.50966, 6
44.00, 2.06, 27778.95, 341.020536, 9.29048, 21.11472, 6
44.00, 2.13, 28634.51, 351.477326, 9.56752, 21.74435, 5
44.00, 2.20, 29490.06, 361.934116, 9.82473, 22.32892, 5
44.00, 2.26, 30223.40, 370.897079, 10.04703, 22.83415, 5
44.00, 2.33, 31078.95, 381.353869, 10.30973, 23.43121, 5
44.00, 2.40, 31934.51, 391.810659, 10.57810, 24.04113, 5
44.00, 2.46, 32667.84, 400.773622, 10.81516, 24.57990, 5
44.00, 2.53, 33523.40, 411.230412, 11.10455, 25.23761, 5
44.00, 2.60, 34378.95, 421.687203, 11.41557, 25.94449, 5
44.00, 2.66, 35112.29, 430.650166, 11.70899, 26.61134, 5
44.00, 2.73, 35967.84, 441.106956, 12.02349, 27.32612, 4
44.00, 2.80, 36823.40, 451.563746, 12.27827, 27.90515, 4
44.00, 2.86, 37556.73, 460.526709, 12.49715, 28.40260, 4
44.00, 2.93, 38412.29, 470.983499, 12.75333, 28.98484, 4
44.00, 3.00, 39267.84, 481.440289, 13.01076, 29.56991, 4

46.00, -1.00, -9980.35, 0.000000, 0.00000, 0.00000, 7
46.00, -0.93, -9085.90, 0.000000, 0.00000, 0.00000, 7
46.00, -0.86, -8191.46, 0.000000, 0.00000, 0.00000, 7
46.00, -0.80, -7424.79, 0.000000, 0.00000, 0.00000, 7
46.00, -0.73, -6530.35, 0.000000, 0.00000, 0.00000, 7
46.00, -0.66, -5635.90, 0.000000, 0.00000, 0.00000, 7
46.00, -0.60, -4869.24, 0.000000, 0.00000, 0.00000, 7
46.00, -0.53, -3974.79, 0.000000, 0.00000, 0.00000, 7
46.00, -0.46, -3080.35, 0.000000, 0.00000, 0.00000, 7
46.00, -0.40, -2313.68, 0.000000, 0.78315, 1.70250, 7
46.00, -0.33, -1419.24, 0.000000, 1.20919, 2.62868, 7
46.00, -0.26, -524.79, 0.000000, 1.34223, 2.91790, 7
46.00, -0.19, 369.65, 6.223353, 1.42646, 3.10099, 7
46.00, -0.13, 1136.32, 16.019649, 1.52040, 3.30522, 7
46.00, -0.06, 2030.76, 27.448662, 1.66985, 3.63011, 7
46.00, 0.00, 2797.43, 37.244958, 1.82864, 3.97531, 7
46.00, 0.06, 3564.10, 47.041254, 2.00914, 4.36769, 7
46.00, 0.13, 4458.54, 58.470267, 2.23911, 4.86764, 7
46.00, 0.19, 5225.21, 68.266563, 2.44743, 5.32051, 7
46.00, 0.26, 6119.65, 79.695575, 2.69880, 5.86695, 7
46.00, 0.33, 7014.10, 91.124588, 2.95574, 6.42553, 7
46.00, 0.39, 7780.76, 100.920884, 3.17868, 6.91018, 7
46.00, 0.46, 8675.21, 112.349896, 3.44068, 7.47973, 7
46.00, 0.53, 9569.65, 123.778909, 3.70389, 8.05193, 7
46.00, 0.60, 10464.10, 135.207921, 3.96779, 8.62563, 7
46.00, 0.66, 11230.76, 145.004217, 4.19432, 9.11808, 7
46.00, 0.73, 12125.21, 156.433230, 4.45882, 9.69309, 7
46.00, 0.80, 13019.65, 167.862242, 4.72346, 10.26840, 7
46.00, 0.86, 13786.32, 177.658538, 4.95037, 10.76167, 7
46.00, 0.93, 14680.76, 189.087551, 5.21515, 11.33728, 7
46.00, 1.00, 15575.21, 200.516563, 5.47999, 11.91303, 7
46.00, 1.06, 16341.88, 210.312859, 5.70707, 12.40667, 7
46.00, 1.13, 17236.32, 221.741872, 5.97212, 12.98287, 7
46.00, 1.20, 18130.76, 233.170884, 6.23743, 13.55964, 7
46.00, 1.26, 18897.43, 242.967180, 6.46525, 14.05489, 7
46.00, 1.33, 19791.88, 254.396193, 6.73193, 14.63463, 7
46.00, 1.40, 20686.32, 265.825205, 7.00048, 15.21844, 7
46.00, 1.46, 21452.99, 275.621501, 7.23352, 15.72505, 7
46.00, 1.53, 22347.43, 287.050514, 7.51182, 16.33005, 7
46.00, 1.60, 23241.88, 298.479526, 7.80347, 16.96407, 7
46.00, 1.66, 24008.54, 308.275822, 8.07376, 17.55164, 7
46.00, 1.73, 24902.99, 319.704835, 8.34932, 18.15069, 6
46.00, 1.79, 25669.65, 329.501131, 8.58188, 18.65627, 6
46.00, 1.86, 26564.10, 340.930143, 8.85788, 19.25627, 6
46.00, 1.93, 27458.54, 352.359156, 9.14262, 19.87527, 6
46.00, 2.00, 28352.99, 363.788168, 9.44291, 20.52806, 6
46.00, 2.06, 29119.65, 373.584464, 9.72159, 21.13389, 6
46.00, 2.13, 30014.10, 385.013477, 10.01422, 21.77004, 5
46.00, 2.20, 30908.54, 396.442489, 10.28314, 22.35466, 5
46.00, 2.26, 31675.21, 406.238785, 10.51558, 22.85996, 5
46.00, 2.33, 32569.65, 417.667798, 10.79029, 23.45715, 5
46.00, 2.40, 33464.10, 429.096810, 11.07095, 24.06728, 5
46.00, 2.46, 34230.76, 438.893106, 11.31891, 24.60632, 5
46.00, 2.53, 35125.21, 450.322119, 11.62168, 25.26451, 5
46.00, 2.60, 36019.65, 461.751131, 11.94719, 25.97216, 5
46.00, 2.66, 36786.32, 471.547427, 12.25442, 26.64003, 5
46.00, 2.73, 37680.76, 482.976440, 12.59231, 27.37459, 4
46.00, 2.80, 38575.21, 494.405452, 12.85867, 27.95364, 4
46.00, 2.86, 39341.88, 504.201748, 13.08751, 28.45111, 4
46.00, 2.93, 40236.32, 515.630761, 13.35536, 29.03338, 4
46.00, 3.00, 41130.76, 527.059773, 13.62451, 29.61851, 4

48.00, -1.00, -10329.24, 0.000000, 0.00000, 0.00000, 7
48.00, -0.93, -9395.91, 0.000000, 0.00000, 0.00000, 7
48.00, -0.86, -8462.58, 0.000000, 0.00000, 0.00000, 7
48.00, -0.80, -7662.58, 0.000000, 0.00000, 0.00000, 7
48.00, -0.73, -6729.24, 0.000000, 0.00000, 0.00000, 7
48.00, -0.66, -5795.91, 0.000000, 0.00000, 0.00000, 7
48.00, -0.60, -4995.91, 0.000000, 0.00000, 0.00000, 7
48.00, -0.53, -4062.58, 0.000000, 0.00000, 0.00000, 7
48.00, -0.46, -3129.24, 0.000000, 0.00000, 0.00000, 7
48.00, -0.40, -2329.24, 0.000000, 0.84221, 1.75460, 7
48.00, -0.33, -1395.91, 0.000000, 1.26911, 2.64398, 7
48.00, -0.26, -462.58, 0.000000, 1.40358, 2.92412, 7
48.00, -0.19, 470.76, 7.776764, 1.49171, 3.10773, 7
48.00, -0.13, 1270.76, 18.443431, 1.59096, 3.31449, 7
48.00, -0.06, 2204.09, 30.887876, 1.74836, 3.64242, 7
48.00, 0.00, 3004.09, 41.554542, 1.91507, 3.98972, 7
48.00, 0.06, 3804.09, 52.221209, 2.10415, 4.38365, 7
48.00, 0.13, 4737.42, 64.665653, 2.34471, 4.88482, 7
48.00, 0.19, 5537.42, 75.332320, 2.56242, 5.33837, 7
48.00, 0.26, 6470.76, 87.776764, 2.82496, 5.88532, 7
48.00, 0.33, 7404.09, 100.221209, 3.09322, 6.44421, 7
48.00, 0.39, 8204.09, 110.887876, 3.32593, 6.92903, 7
48.00, 0.46, 9137.42, 123.332320, 3.59937, 7.49869, 7
48.00, 0.53, 10070.76, 135.776764, 3.87405, 8.07095, 7
48.00, 0.60, 11004.09, 148.221209, 4.14945, 8.64469, 7
48.00, 0.66, 11804.09, 158.887876, 4.38584, 9.13716, 7
48.00, 0.73, 12737.42, 171.332320, 4.66184, 9.71218, 7
48.00, 0.80, 13670.76, 183.776764, 4.93800, 10.28749, 7
48.00, 0.86, 14470.76, 194.443431, 5.17477, 10.78077, 7
48.00, 0.93, 15404.09, 206.887876, 5.45107, 11.35639, 7
48.00, 1.00, 16337.42, 219.332320, 5.72742, 11.93214, 7
48.00, 1.06, 17137.42, 229.998987, 5.96437, 12.42578, 7
48.00, 1.13, 18070.76, 242.443431, 6.24095, 13.00199, 7
48.00, 1.20, 19004.09, 254.887876, 6.51781, 13.57878, 7
48.00, 1.26, 19804.09, 265.554542, 6.75554, 14.07405, 7
48.00, 1.33, 20737.42, 277.998987, 7.03385, 14.65385, 7
48.00, 1.40, 21670.76, 290.443431, 7.31414, 15.23779, 7
48.00, 1.46, 22470.76, 301.110098, 7.55741, 15.74461, 7
48.00, 1.53, 23404.09, 313.554542, 7.84802, 16.35005, 7
48.00, 1.60, 24337.42, 325.998987, 8.15277, 16.98495, 7
48.00, 1.66, 25137.42, 336.665653, 8.43549, 17.57394, 7
48.00, 1.73, 26070.76, 349.110098, 8.72372, 18.17441, 6
48.00, 1.79, 26870.76, 359.776764, 8.96647, 18.68014, 6
48.00, 1.86, 27804.09, 372.221209, 9.25462, 19.28045, 6
48.00, 1.93, 28737.42, 384.665653, 9.55201, 19.90001, 6
48.00, 2.00, 29670.76, 397.110098, 9.86582, 20.55379, 6
48.00, 2.06, 30470.76, 407.776764, 10.15731, 21.16106, 6
48.00, 2.13, 31404.09, 420.221209, 10.46515, 21.80240, 5
48.00, 2.20, 32337.42, 432.665653, 10.74582, 22.38712, 5
48.00, 2.26, 33137.42, 443.332320, 10.98842, 22.89255, 5
48.00, 2.33, 34070.76, 455.776764, 11.27518, 23.48997, 5
48.00, 2.40, 35004.09, 468.221209, 11.56823, 24.10047, 5
48.00, 2.46, 35804.09, 478.887876, 11.82720, 24.64001, 5
48.00, 2.53, 36737.42, 491.332320, 12.14357, 25.29909, 5
48.00, 2.60, 37670.76, 503.776764, 12.48392, 26.00816, 5
48.00, 2.66, 38470.76, 514.443431, 12.80540, 26.67791, 5
48.00, 2.73, 39404.09, 526.887876, 13.16669, 27.43060, 4
48.00, 2.80, 40337.42, 539.332320, 13.44464, 28.00967, 4
48.00, 2.86, 41137.42, 549.998987, 13.68345, 28.50718, 4
48.00, 2.93, 42070.76, 562.443431, 13.96297, 29.08951, 4
48.00, 3.00, 43004.09, 574.887876, 14.24387, 29.67473, 4

50.00, -1.00, -10667.28, 0.000000, 0.00000, 0.00000, 7
50.00, -0.93, -9695.06, 0.000000, 0.00000, 0.00000, 7
50.00, -0.86, -8722.84, 0.000000, 0.00000, 0.00000, 7
50.00, -0.80, -7889.51, 0.000000, 0.00000, 0.00000, 7
50.00, -0.73, -6917.28, 0.000000, 0.00000, 0.00000, 7
50.00, -0.66, -5945.06, 0.000000, 0.00000, 0.00000, 7
50.00, -0.60, -5111.73, 0.000000, 0.00000, 0.00000, 7
50.00, -0.53, -4139.51, 0.000000, 0.00000, 0.00000, 7
50.00, -0.46, -3167.28, 0.000000, 0.00000, 0.00000, 7
50.00, -0.40, -2333.95, 0.000000, 0.90959, 1.81918, 7
50.00, -0.33, -1361.73, 0.000000, 1.33146, 2.66292, 7
50.00, -0.26, -389.51, 0.000000, 1.46604, 2.93208, 7
50.00, -0.19, 582.72, 9.593278, 1.55830, 3.11660, 7
50.00, -0.13, 1416.05, 21.167353, 1.66334, 3.32668, 7
50.00, -0.06, 2388.27, 34.670439, 1.82927, 3.65853, 7
50.00, 0.00, 3221.60, 46.244513, 2.00425, 4.00851, 7
50.00, 0.06, 4054.94, 57.818587, 2.20221, 4.40441, 7
50.00, 0.13, 5027.16, 71.321674, 2.45358, 4.90715, 7
50.00, 0.19, 5860.49, 82.895748, 2.68079, 5.36158, 7
50.00, 0.26, 6832.72, 96.398834, 2.95459, 5.90918, 7
50.00, 0.33, 7804.94, 109.901920, 3.23423, 6.46845, 7
50.00, 0.39, 8638.27, 121.475995, 3.47674, 6.95347, 7
50.00, 0.46, 9610.49, 134.979081, 3.76164, 7.52328, 7
50.00, 0.53, 10582.72, 148.482167, 4.04781, 8.09562, 7
50.00, 0.60, 11554.94, 161.985254, 4.33470, 8.66941, 7
50.00, 0.66, 12388.27, 173.559328, 4.58095, 9.16190, 7
50.00, 0.73, 13360.49, 187.062414, 4.86847, 9.73694, 7
50.00, 0.80, 14332.72, 200.565501, 5.15613, 10.31226, 7
50.00, 0.86, 15166.05, 212.139575, 5.40277, 10.80555, 7
50.00, 0.93, 16138.27, 225.642661, 5.69058, 11.38117, 7
50.00, 1.00, 17110.49, 239.145748, 5.97846, 11.95692, 7
50.00, 1.06, 17943.83, 250.719822, 6.22529, 12.45057, 7
50.00, 1.13, 18916.05, 264.222908, 6.51340, 13.02679, 7
50.00, 1.20, 19888.27, 277.725995, 6.80180, 13.60361, 7
50.00, 1.26, 20721.60, 289.300069, 7.04946, 14.09892, 7
50.00, 1.33, 21693.83, 302.803155, 7.33941, 14.67882, 7
50.00, 1.40, 22666.05, 316.306241, 7.63147, 15.26293, 7
50.00, 1.46, 23499.38, 327.880316, 7.88502, 15.77004, 7
50.00, 1.53, 24471.60, 341.383402, 8.18807, 16.37613, 7
50.00, 1.60, 25443.83, 354.886488, 8.50616, 17.01232, 7
50.00, 1.66, 26277.16, 366.460562, 8.80169, 17.60339, 7
50.00, 1.73, 27249.38, 379.963649, 9.10203, 18.20407, 6
50.00, 1.79, 28082.72, 391.537723, 9.35501, 18.71003, 6
50.00, 1.86, 29054.94, 405.040809, 9.65540, 19.31079, 6
50.00, 1.93, 30027.16, 418.543896, 9.96558, 19.93117, 6
50.00, 2.00, 30999.38, 432.046982, 10.29319, 20.58638, 6
50.00, 2.06, 31832.72, 443.621056, 10.59787, 21.19574, 6
50.00, 2.13, 32804.94, 457.124143, 10.92050, 21.84099, 5
50.00, 2.20, 33777.16, 470.627229, 11.21293, 22.42585, 5
50.00, 2.26, 34610.49, 482.201303, 11.46573, 22.93147, 5
50.00, 2.33, 35582.72, 495.704390, 11.76461, 23.52922, 5
50.00, 2.40, 36554.94, 509.207476, 12.07013, 24.14026, 5
50.00, 2.46, 37388.27, 520.781550, 12.34025, 24.68050, 5
50.00, 2.53, 38360.49, 534.284636, 12.67043, 25.34087, 5
50.00, 2.60, 39332.72, 547.787723, 13.02599, 26.05198, 5
50.00, 2.66, 40166.05, 559.361797, 13.36221, 26.72441, 5
50.00, 2.73, 41138.27, 572.864883, 13.74685, 27.49370, 4
50.00, 2.80, 42110.49, 586.367970, 14.03641, 28.07282, 4
50.00, 2.86, 42943.83, 597.942044, 14.28519, 28.57038, 4
50.00, 2.93, 43916.05, 611.445130, 14.57640, 29.15280, 4
50.00, 3.00, 44888.27, 624.948217, 14.86906, 29.73813, 4

52.00, -1.00, -10994.02, 0.000000, 0.00000, 0.00000, 7
52.00, -0.93, -9982.91, 0.000000, 0.00000, 0.00000, 7
52.00, -0.86, -8971.80, 0.000000, 0.00000, 0.00000, 7
52.00, -0.80, -8105.13, 0.000000, 0.00000, 0.00000, 7
52.00, -0.73, -7094.02, 0.000000, 0.00000, 0.00000, 7
52.00, -0.66, -6082.91, 0.000000, 0.00000, 0.00000, 7
52.00, -0.60, -5216.24, 0.000000, 0.00000, 0.00000, 7
52.00, -0.53, -4205.13, 0.000000, 0.00000, 0.00000, 7
52.00, -0.46, -3194.02, 0.000000, 0.00000, 0.00000, 7
52.00, -0.40, -2327.35, 0.000000, 0.98449, 1.89325, 7
52.00, -0.33, -1316.24, 0.000000, 1.39602, 2.68466, 7
52.00, -0.26, -305.13, 0.000000, 1.52963, 2.94160, 7
52.00, -0.19, 705.98, 11.697520, 1.62633, 3.12756, 7
52.00, -0.13, 1572.65, 24.216039, 1.73770, 3.34172, 7
52.00, -0.06, 2583.76, 38.820977, 1.91271, 3.67829, 7
52.00, 0.00, 3450.43, 51.339496, 2.09637, 4.03148, 7
52.00, 0.06, 4317.09, 63.858014, 2.30346, 4.42974, 7
52.00, 0.13, 5328.20, 78.462952, 2.56586, 4.93434, 7
52.00, 0.19, 6194.87, 90.981471, 2.80270, 5.38980, 7
52.00, 0.26, 7205.98, 105.586409, 3.08785, 5.93817, 7
52.00, 0.33, 8217.09, 120.191347, 3.37891, 6.49791, 7
52.00, 0.39, 9083.76, 132.709866, 3.63125, 6.98317, 7
52.00, 0.46, 10094.87, 147.314804, 3.92763, 7.55314, 7
52.00, 0.53, 11105.98, 161.919742, 4.22530, 8.12558, 7
52.00, 0.60, 12117.09, 176.524681, 4.52370, 8.69943, 7
52.00, 0.66, 12983.76, 189.043199, 4.77981, 9.19195, 7
52.00, 0.73, 13994.87, 203.648138, 5.07884, 9.76700, 7
52.00, 0.80, 15005.98, 218.253076, 5.37802, 10.34234, 7
52.00, 0.86, 15872.65, 230.771594, 5.63453, 10.83563, 7
52.00, 0.93, 16883.76, 245.376533, 5.93385, 11.41126, 7
52.00, 1.00, 17894.87, 259.981471, 6.23325, 11.98701, 7
52.00, 1.06, 18761.54, 272.499989, 6.48995, 12.48067, 7
52.00, 1.13, 19772.65, 287.104928, 6.78959, 13.05691, 7
52.00, 1.20, 20783.76, 301.709866, 7.08956, 13.63376, 7
52.00, 1.26, 21650.43, 314.228384, 7.34715, 14.12913, 7
52.00, 1.33, 22661.54, 328.833323, 7.64875, 14.70914, 7
52.00, 1.40, 23672.65, 343.438261, 7.95262, 15.29350, 7
52.00, 1.46, 24539.32, 355.956780, 8.21652, 15.80099, 7
52.00, 1.53, 25550.43, 370.561718, 8.53213, 16.40794, 7
