#     t[s], lane,  xEnter[m],    v[km/h],   qBC[1/h],    count,      queue
    998.20,    1,      90.63,      72.00,    1865.47,      425,    0.07804
   1000.00,    2,      84.93,      72.00,    1866.67,      426,    0.01111
   1002.00,    1,      88.00,      72.00,    1868.00,      427,    0.04856
   1004.00,    2,      91.12,      72.00,    1869.33,      428,    0.08674
   1005.80,    1,      85.60,      72.00,    1870.53,      429,    0.02174
   1007.80,    2,      88.83,      72.00,    1871.87,      430,    0.06133
   1009.80,    1,      92.13,      54.00,    1873.20,      431,    0.10167
   1011.60,    2,      74.47,      72.00,    1874.40,      432,    0.03860
   1013.60,    1,      90.18,      54.00,    1875.73,      433,    0.08034
   1015.40,    2,      72.43,      72.00,    1876.93,      434,    0.01854
   1017.40,    1,      88.47,      54.00,    1878.27,      435,    0.06169
   1019.20,    2,      83.36,      72.00,    1879.47,      436,    0.00116
   1021.20,    1,      86.99,      72.00,    1880.80,      437,    0.04571
   1023.20,    2,      90.68,      72.00,    1882.13,      438,    0.09101
   1025.00,    1,      85.74,      72.00,    1883.33,      439,    0.03241
   1027.00,    2,      89.53,      54.00,    1884.67,      440,    0.07911
   1028.80,    1,      84.71,      72.00,    1885.87,      441,    0.02178
   1030.80,    2,      88.61,      54.00,    1887.20,      442,    0.06989
   1032.60,    1,      83.90,      72.00,    1888.40,      443,    0.01382
   1034.60,    2,      87.92,      54.00,    1889.73,      444,    0.06334
   1036.40,    1,      83.32,      72.00,    1890.93,      445,    0.00854
   1038.40,    2,      87.45,      72.00,    1892.27,      446,    0.05947
   1040.20,    1,      82.96,      72.00,    1893.47,      447,    0.00593
   1042.20,    2,      87.20,      54.00,    1894.80,      448,    0.05827
   1044.00,    1,      82.82,      54.00,    1896.00,      449,    0.00600
   1046.00,    2,      67.69,      72.00,    1897.33,      450,    0.05974
   1047.80,    1,      82.91,      72.00,    1898.53,      451,    0.00874
   1049.80,    2,      87.36,      72.00,    1899.87,      452,    0.06389
   1051.60,    1,      83.21,      54.00,    1901.07,      453,    0.01416
   1053.60,    2,      87.77,      72.00,    1902.40,      454,    0.07071
   1055.40,    1,      83.73,      72.00,    1903.60,      455,    0.02224
   1057.40,    2,      88.39,      72.00,    1904.93,      456,    0.08021
   1059.20,    1,      84.46,      72.00,    1906.13,      457,    0.03301
   1061.20,    2,      89.24,      54.00,    1907.47,      458,    0.09238
   1063.00,    1,      85.41,      72.00,    1908.67,      459,    0.04644
   1064.80,    2,      80.13,      72.00,    1909.87,      460,    0.00111
   1066.80,    1,      86.58,      72.00,    1911.20,      461,    0.06256
   1068.60,    2,      78.52,      72.00,    1912.40,      462,    0.01849
   1070.60,    1,      87.96,      54.00,    1913.73,      463,    0.08134
   1072.40,    2,      70.53,      72.00,    1914.93,      464,    0.03854
   1074.40,    1,      89.55,      72.00,    1916.27,      465,    0.10280
   1076.20,    2,      86.11,      72.00,    1917.47,      466,    0.06127
   1078.00,    1,      82.72,      72.00,    1918.67,      467,    0.02033
   1080.00,    2,      88.02,      72.00,    1920.00,      468,    0.08667
   1081.80,    1,      84.74,      72.00,    1921.20,      469,    0.04700
   1083.60,    2,      81.51,      72.00,    1922.40,      470,    0.00793
   1085.60,    1,      86.96,      72.00,    1923.73,      471,    0.07634
   1087.40,    2,      83.84,      54.00,    1924.93,      472,    0.03854
   1089.20,    1,      80.77,      72.00,    1926.13,      473,    0.00134
   1091.20,    2,      81.93,      72.00,    1927.47,      474,    0.07182
   1093.00,    1,      83.42,      72.00,    1928.67,      475,    0.03589
   1094.80,    2,      72.26,      69.69,    1929.87,      476,    0.00056
   1096.80,    1,      86.27,      54.00,    1931.20,      477,    0.07311
   1098.60,    2,      68.64,      72.00,    1932.40,      478,    0.03904
   1100.40,    1,      80.71,      72.00,    1933.60,      479,    0.00558
   1102.40,    2,      86.62,      72.00,    1934.93,      480,    0.08021
   1104.20,    1,      83.97,      72.00,    1936.13,      481,    0.04801
   1106.00,    2,      81.37,      54.00,    1937.33,      482,    0.01641
   1108.00,    1,      87.44,      54.00,    1938.67,      483,    0.09311
   1109.80,    2,      84.94,      72.00,    1939.87,      484,    0.06278
   1111.60,    1,      82.50,      72.00,    1941.07,      485,    0.03304
   1113.40,    2,      80.11,      72.00,    1942.27,      486,    0.00391
   1115.40,    1,      86.37,      54.00,    1943.60,      487,    0.08336
   1117.20,    2,      68.18,      72.00,    1944.80,      488,    0.05549
   1119.00,    1,      81.84,      72.00,    1946.00,      489,    0.02822
   1120.80,    2,      79.66,      72.00,    1947.20,      490,    0.00156
   1122.80,    1,      86.12,      72.00,    1948.53,      491,    0.08374
   1124.60,    2,      84.03,      72.00,    1949.73,      492,    0.05834
   1126.40,    1,      82.00,      54.00,    1950.93,      493,    0.03354
   1128.20,    2,      64.31,      72.00,    1952.13,      494,    0.00934
   1130.20,    1,      86.67,      72.00,    1953.47,      495,    0.09427
   1132.00,    2,      84.78,      54.00,    1954.67,      496,    0.07133
   1133.80,    1,      82.95,      72.00,    1955.87,      497,    0.04900
   1135.60,    2,      81.17,      72.00,    1957.07,      498,    0.02727
   1137.40,    1,      79.43,      72.00,    1958.27,      499,    0.00613
   1139.40,    2,      86.33,      54.00,    1959.60,      500,    0.09447
   1141.20,    1,      84.69,      72.00,    1960.80,      501,    0.07460
   1143.00,    2,      83.11,      72.00,    1962.00,      502,    0.05533
   1144.80,    1,      81.57,      54.00,    1963.20,      503,    0.03667
   1146.60,    2,      80.09,      54.00,    1964.40,      504,    0.01860
   1148.40,    1,      78.65,      72.00,    1965.60,      505,    0.00113
   1150.40,    2,      83.29,      54.00,    1966.93,      506,    0.09354
   1152.20,    1,      84.50,      72.00,    1968.13,      507,    0.07734
   1154.00,    2,      78.40,      54.00,    1969.33,      508,    0.06174
   1155.80,    1,      81.97,      54.00,    1970.53,      509,    0.04674
   1157.60,    2,      80.78,      72.00,    1971.73,      510,    0.03234
   1159.40,    1,      79.63,      54.00,    1972.93,      511,    0.01854
   1161.20,    2,      62.14,      72.00,    1974.13,      512,    0.00534
   1163.20,    1,      78.10,      69.97,    1975.47,      513,    0.10249
   1165.00,    2,      85.05,      72.00,    1976.67,      514,    0.09056
   1166.80,    1,      84.10,      54.00,    1977.87,      515,    0.07922
   1168.60,    2,      66.35,      72.00,    1979.07,      516,    0.06849
   1170.40,    1,      70.23,      72.00,    1980.27,      517,    0.05836
   1172.20,    2,      81.54,      72.00,    1981.47,      518,    0.04882
   1174.00,    1,      80.78,      72.00,    1982.67,      519,    0.03989
   1175.80,    2,      80.07,      54.00,    1983.87,      520,    0.03156
   1177.60,    1,      79.41,      72.00,    1985.07,      521,    0.02382
   1179.40,    2,      78.79,      72.00,    1986.27,      522,    0.01669
   1181.20,    1,      78.22,      72.00,    1987.47,      523,    0.01016
   1183.00,    2,      77.70,      72.00,    1988.67,      524,    0.00422
   1185.00,    1,      85.77,      72.00,    1990.00,      525,    0.10944
   1186.80,    2,      85.34,      54.00,    1991.20,      526,    0.10478
   1188.60,    1,      84.96,      72.00,    1992.40,      527,    0.10071
   1190.40,    2,      84.62,      72.00,    1993.60,      528,    0.09724
   1192.20,    1,      84.34,      72.00,    1994.80,      529,    0.09438
   1194.00,    2,      84.09,      72.00,    1996.00,      530,    0.09211
   1195.80,    1,      83.90,      72.00,    1997.20,      531,    0.09044
   1197.60,    2,      83.75,      72.00,    1998.40,      532,    0.08938
   1199.40,    1,      83.65,      72.00,    1999.60,      533,    0.08891
